Country,Country Name,Indicator Code,Indicator Name,Date,Year,Month,Calendar Date,Month-Year,Value
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M01,2015,Jan,01.01.2015,Jan'15,32.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M02,2015,Feb,01.02.2015,Feb'15,50.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M03,2015,Mar,01.03.2015,Mar'15,87.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M04,2015,Apr,01.04.2015,Apr'15,115.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M05,2015,May,01.05.2015,May'15,106.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M06,2015,Jun,01.06.2015,Jun'15,147.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M07,2015,Jul,01.07.2015,Jul'15,53.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M08,2015,Aug,01.08.2015,Aug'15,64.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M09,2015,Sep,01.09.2015,Sep'15,83.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M10,2015,Oct,01.10.2015,Oct'15,77.0
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M11,2015,Nov,01.11.2015,Nov'15,56.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2015M12,2015,Dec,01.12.2015,Dec'15,52.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M01,2016,Jan,01.01.2016,Jan'16,28.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M02,2016,Feb,01.02.2016,Feb'16,52.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M03,2016,Mar,01.03.2016,Mar'16,76.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M04,2016,Apr,01.04.2016,Apr'16,117.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M05,2016,May,01.05.2016,May'16,133.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M06,2016,Jun,01.06.2016,Jun'16,149.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M07,2016,Jul,01.07.2016,Jul'16,57.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M08,2016,Aug,01.08.2016,Aug'16,73.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M09,2016,Sep,01.09.2016,Sep'16,85.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M10,2016,Oct,01.10.2016,Oct'16,79.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M11,2016,Nov,01.11.2016,Nov'16,71.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2016M12,2016,Dec,01.12.2016,Dec'16,47.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M01,2017,Jan,01.01.2017,Jan'17,33.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M02,2017,Feb,01.02.2017,Feb'17,68.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M03,2017,Mar,01.03.2017,Mar'17,93.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M04,2017,Apr,01.04.2017,Apr'17,98.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M05,2017,May,01.05.2017,May'17,123.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M06,2017,Jun,01.06.2017,Jun'17,154.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M07,2017,Jul,01.07.2017,Jul'17,50.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M08,2017,Aug,01.08.2017,Aug'17,74.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M09,2017,Sep,01.09.2017,Sep'17,91.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M10,2017,Oct,01.10.2017,Oct'17,84.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M11,2017,Nov,01.11.2017,Nov'17,71.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2017M12,2017,Dec,01.12.2017,Dec'17,50.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M01,2018,Jan,01.01.2018,Jan'18,46.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M02,2018,Feb,01.02.2018,Feb'18,54.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M03,2018,Mar,01.03.2018,Mar'18,87.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M04,2018,Apr,01.04.2018,Apr'18,104.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M05,2018,May,01.05.2018,May'18,130.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M06,2018,Jun,01.06.2018,Jun'18,137.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M07,2018,Jul,01.07.2018,Jul'18,54.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M08,2018,Aug,01.08.2018,Aug'18,73.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M09,2018,Sep,01.09.2018,Sep'18,77.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M10,2018,Oct,01.10.2018,Oct'18,88.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M11,2018,Nov,01.11.2018,Nov'18,63.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2018M12,2018,Dec,01.12.2018,Dec'18,47.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M01,2019,Jan,01.01.2019,Jan'19,43.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M02,2019,Feb,01.02.2019,Feb'19,55.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M03,2019,Mar,01.03.2019,Mar'19,73.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M04,2019,Apr,01.04.2019,Apr'19,97.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M05,2019,May,01.05.2019,May'19,92.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M06,2019,Jun,01.06.2019,Jun'19,127.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M07,2019,Jul,01.07.2019,Jul'19,53.0
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M08,2019,Aug,01.08.2019,Aug'19,72.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M09,2019,Sep,01.09.2019,Sep'19,69.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M10,2019,Oct,01.10.2019,Oct'19,82.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M11,2019,Nov,01.11.2019,Nov'19,63.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2019M12,2019,Dec,01.12.2019,Dec'19,44.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M01,2020,Jan,01.01.2020,Jan'20,44.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M02,2020,Feb,01.02.2020,Feb'20,67.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M03,2020,Mar,01.03.2020,Mar'20,96.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M04,2020,Apr,01.04.2020,Apr'20,103.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M05,2020,May,01.05.2020,May'20,84.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M06,2020,Jun,01.06.2020,Jun'20,118.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M07,2020,Jul,01.07.2020,Jul'20,56.0
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M08,2020,Aug,01.08.2020,Aug'20,58.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M09,2020,Sep,01.09.2020,Sep'20,83.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M10,2020,Oct,01.10.2020,Oct'20,79.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M11,2020,Nov,01.11.2020,Nov'20,78.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2020M12,2020,Dec,01.12.2020,Dec'20,60.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M01,2021,Jan,01.01.2021,Jan'21,55.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M02,2021,Feb,01.02.2021,Feb'21,74.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M03,2021,Mar,01.03.2021,Mar'21,135.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M04,2021,Apr,01.04.2021,Apr'21,130.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M05,2021,May,01.05.2021,May'21,136.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M06,2021,Jun,01.06.2021,Jun'21,165.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M07,2021,Jul,01.07.2021,Jul'21,63.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M08,2021,Aug,01.08.2021,Aug'21,84.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M09,2021,Sep,01.09.2021,Sep'21,113.4
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M10,2021,Oct,01.10.2021,Oct'21,89.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M11,2021,Nov,01.11.2021,Nov'21,83.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2021M12,2021,Dec,01.12.2021,Dec'21,67.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M01,2022,Jan,01.01.2022,Jan'22,55.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M02,2022,Feb,01.02.2022,Feb'22,88.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M03,2022,Mar,01.03.2022,Mar'22,111.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M04,2022,Apr,01.04.2022,Apr'22,99.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M05,2022,May,01.05.2022,May'22,105.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M06,2022,Jun,01.06.2022,Jun'22,132.0
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M07,2022,Jul,01.07.2022,Jul'22,33.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M08,2022,Aug,01.08.2022,Aug'22,69.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M09,2022,Sep,01.09.2022,Sep'22,68.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M10,2022,Oct,01.10.2022,Oct'22,55.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M11,2022,Nov,01.11.2022,Nov'22,47.0
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2022M12,2022,Dec,01.12.2022,Dec'22,39.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M01,2023,Jan,01.01.2023,Jan'23,30.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M02,2023,Feb,01.02.2023,Feb'23,44.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M03,2023,Mar,01.03.2023,Mar'23,58.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M04,2023,Apr,01.04.2023,Apr'23,51.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M05,2023,May,01.05.2023,May'23,64.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M06,2023,Jun,01.06.2023,Jun'23,73.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M07,2023,Jul,01.07.2023,Jul'23,17.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M08,2023,Aug,01.08.2023,Aug'23,46.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M09,2023,Sep,01.09.2023,Sep'23,45.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M10,2023,Oct,01.10.2023,Oct'23,45.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M11,2023,Nov,01.11.2023,Nov'23,33.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2023M12,2023,Dec,01.12.2023,Dec'23,24.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M01,2024,Jan,01.01.2024,Jan'24,25.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M02,2024,Feb,01.02.2024,Feb'24,41.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M03,2024,Mar,01.03.2024,Mar'24,43.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M04,2024,Apr,01.04.2024,Apr'24,60.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M05,2024,May,01.05.2024,May'24,67.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M06,2024,Jun,01.06.2024,Jun'24,77.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M07,2024,Jul,01.07.2024,Jul'24,24.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M08,2024,Aug,01.08.2024,Aug'24,41.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M09,2024,Sep,01.09.2024,Sep'24,54.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M10,2024,Oct,01.10.2024,Oct'24,47.7
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M11,2024,Nov,01.11.2024,Nov'24,35.0
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2024M12,2024,Dec,01.12.2024,Dec'24,29.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M01,2025,Jan,01.01.2025,Jan'25,27.2
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M02,2025,Feb,01.02.2025,Feb'25,46.1
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M03,2025,Mar,01.03.2025,Mar'25,47.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M04,2025,Apr,01.04.2025,Apr'25,61.5
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M05,2025,May,01.05.2025,May'25,51.8
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M06,2025,Jun,01.06.2025,Jun'25,68.6
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M07,2025,Jul,01.07.2025,Jul'25,27.9
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M08,2025,Aug,01.08.2025,Aug'25,37.3
FIN,Finland,M.BPRM_DW.CPA_F410011.NSA.I21.FI,"Building permits (m2 floor area, SA)",2025M09,2025,Sep,01.09.2025,Sep'25,50.4
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M01,2015,Jan,01.01.2015,Jan'15,124.5
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M02,2015,Feb,01.02.2015,Feb'15,91.6
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M03,2015,Mar,01.03.2015,Mar'15,87.5
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M04,2015,Apr,01.04.2015,Apr'15,106.7
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M05,2015,May,01.05.2015,May'15,95.8
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M06,2015,Jun,01.06.2015,Jun'15,111.5
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M07,2015,Jul,01.07.2015,Jul'15,85.7
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M08,2015,Aug,01.08.2015,Aug'15,112.4
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M09,2015,Sep,01.09.2015,Sep'15,107.0
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M10,2015,Oct,01.10.2015,Oct'15,126.5
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M11,2015,Nov,01.11.2015,Nov'15,134.1
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2015M12,2015,Dec,01.12.2015,Dec'15,94.9
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M01,2016,Jan,01.01.2016,Jan'16,113.4
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M02,2016,Feb,01.02.2016,Feb'16,109.2
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M03,2016,Mar,01.03.2016,Mar'16,89.9
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M04,2016,Apr,01.04.2016,Apr'16,117.1
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M05,2016,May,01.05.2016,May'16,121.9
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M06,2016,Jun,01.06.2016,Jun'16,175.2
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M07,2016,Jul,01.07.2016,Jul'16,85.4
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M08,2016,Aug,01.08.2016,Aug'16,100.7
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M09,2016,Sep,01.09.2016,Sep'16,120.7
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M10,2016,Oct,01.10.2016,Oct'16,134.8
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M11,2016,Nov,01.11.2016,Nov'16,128.6
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2016M12,2016,Dec,01.12.2016,Dec'16,115.6
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M01,2017,Jan,01.01.2017,Jan'17,120.0
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M02,2017,Feb,01.02.2017,Feb'17,95.8
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M03,2017,Mar,01.03.2017,Mar'17,137.1
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M04,2017,Apr,01.04.2017,Apr'17,110.9
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M05,2017,May,01.05.2017,May'17,94.3
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M06,2017,Jun,01.06.2017,Jun'17,119.1
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M07,2017,Jul,01.07.2017,Jul'17,90.0
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M08,2017,Aug,01.08.2017,Aug'17,97.1
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M09,2017,Sep,01.09.2017,Sep'17,112.9
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M10,2017,Oct,01.10.2017,Oct'17,113.8
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M11,2017,Nov,01.11.2017,Nov'17,122.5
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2017M12,2017,Dec,01.12.2017,Dec'17,81.0
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2018M01,2018,Jan,01.01.2018,Jan'18,103.6
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2018M02,2018,Feb,01.02.2018,Feb'18,84.2
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2018M03,2018,Mar,01.03.2018,Mar'18,83.0
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2018M04,2018,Apr,01.04.2018,Apr'18,101.6
NOR,Norway,M.BPRM_DW.CPA_F410011.NSA.I21.NO,"Building permits (m2 floor area, SA)",2018M05,2018,May,01.05.2018,May'18,104.8
